caption,description,genre,platform,source
"Pentatonix - Mary, Did You Know? (Official Video)",'THE GREATEST CHRISTMAS HITS' AVAILABLE NOW https://ptx.lnk.to/greatestchristmashits PENTATONIX THE MOST ...,education,youtube,search
Diljit Dosanjh - Do You Know,Do You Know available everywhere now. Itunes: http://itunes.apple.com/album/id1153101422?ls=1&app=itunes Do You Know ...,education,youtube,search
The Muffin Man | CoComelon Nursery Rhymes &amp; Kids Songs,"Someone is baking muffins in the treehouse, but we don't know who! Help TomTom, Yoyo, and J.J. find out who the mysterious ...",education,youtube,search
Do you know anyone who would do this!,,education,youtube,search
Do you know what kind of tree this is? Do you understand this operation?,Do you know what kind of tree this is? Do you understand this operation?,education,youtube,search
The only time a Karen will try to be on your side 😂 | Dtay Known #shorts,CLICK HERE to view Squid Game Season 2 https://www.youtube.com/watch?v=iOcN0IuJVCk Squid Game Season 2 Ep.1 HAS ...,education,youtube,search
What Did The Baby Say ?? 😱🤯,,education,youtube,search
How Long Are Your Blood Vessels? 🤔,,education,youtube,search
Let Me Do It For You (Thanos Animation Meme),Didn't I do it for you.,education,youtube,search
Do You Like Broccoli Ice Cream? Songs with Roma and Diana,"""Do You Like Broccoli Ice Cream?"" is an original (and very simple) food song from Kids Roma Show. Created for teaching how to ...",education,youtube,search
Alex &amp; Sierra - Little Do You Know (Official Video),Little Do You Know” available on Alex & Sierra's album 'It's About Us': http://smarturl.it/ItsAboutUS Follow Alex & Sierra on socials: ...,education,youtube,search
Did you know about this trick? 😱,,education,youtube,search
Enrique Iglesias - Do You Know? (The Ping Pong Song),Music video by Enrique Iglesias performing Do You Know? (The Ping Pong Song). YouTube view counts pre-VEVO: 19659592.,education,youtube,search
Why Do Paper Cuts Hurt So Much? | COLOSSAL QUESTIONS,"If you've ever given yourself a paper cut, you know it hurts about as bad as any other cut, scrape or knife wound! But why? Why do ...",education,youtube,search
What You Know,"Provided to YouTube by AdShare for a Third party What You Know · T.I. King ℗ Grand Hustle, LLC | Cinq Recordings Released ...",education,youtube,search
Little Do You Know,Provided to YouTube by Syco Music/Columbia Records Little Do You Know · Alex & Sierra It's About Us ℗ 2014 Simco Limited ...,education,youtube,search
Erykah Badu - Didn&#39;t Cha Know,REMASTERED IN HD! Official Music Video for Didn't Cha Know performed by Erykah Badu. #ErykahBadu #DidntChaKnow ...,education,youtube,search
"KHEL KHEL MEIN: DO U KNOW (SONG) Akshay Kumar,Diljit Dosanjh,Jaani,Ammy,Taapsee,Vaani,Tanishk","The Ultimate Party Song of the Year is here. Presenting the Yaari Anthem ""Do U Know (Song)"", from The Much-Awaited Film ""Khel ...",education,youtube,search
Alex &amp; Sierra - Little Do You Know (Lyrics),Follow Sad Music Playlist https://ffm.to/sad-playlist.oyd Stream & Download Spotify - https://spoti.fi/3agnuMT Alex & Sierra ...,education,youtube,search
Do You Know This Body Part? 💅🏻 Let&#39;s Learn our fingers! 🖐#kidsvideo #learning,TheSoul Music: https://www.music.thesoul-publishing.com ◉ Our Spotify: https://sptfy.com/TheSoulMusic ◉ TikTok: ...,education,youtube,search
Diljit Dosanjh: Do You Know Lyric Video | Latest Punjabi Song,Presenting lyric video of Do You Know song performed by DILJIT DOSANJH Follow Diljit Dosanjh on Spotify ...,education,youtube,search
Did You Know In SQUID GAME…,"The infamous phone number in the first episode of Squid Game is actually a real number, but don't call it! This number belongs to ...",education,youtube,search
DECADE Old Easter Egg in Endgame .. #marvel #mcu #avengers #didyouknow #hidden details,,education,youtube,search
Candy Facts That Will BLOW Your Mind 🤔,,education,youtube,search
3 Facts You Didn&#39;t Want To Know 😬,,education,youtube,search
#pov You have to complete tasks to find out what youre eating for lunch #shorts,,education,youtube,search
&#39;Do You Know The PAW Patrol?&#39; Nursery Rhymes Sing Along Song | Nick Jr.,Are you ready to sing along to your new favorite puptacular nursery rhyme?! Enjoy this PAW-some remix of 'Do You Know The ...,education,youtube,search
Om Nom Stories | Do You Know Om Noms Favourite Food? Cut the Rope | ToBo TV para Crianças,Do you know Om Nom's favourite food? Try to guess what Om Nom loves to eat in this Om Nom Stories episode. Assista Nossa ...,education,youtube,search
Do You Know,Provided to YouTube by TuneCore Do You Know · Diljit Dosanjh Do You Know ℗ 2016 Famous Studios inc. Released on: ...,education,youtube,search
If you know you know…😂💀#comedy #viral,,education,youtube,search
"Mary, Did You Know with Lyrics",,education,youtube,search
"TGD i Kuba Badach - Mario, czy już wiesz? (Mary Did You Know?)","Utwór ""Mario, czy już wiesz?"" z płyty TGD ""Kolędy Świata"" Nagranie zarejestrowane podczas koncertu Betlejem w Spodku ...",education,youtube,search
When Moms say y&#39;all about to make a quick run to the store  😭 | Dtay Known #shorts,"SUB TO MY CHANNEL → https://bit.ly/2XBJhd3​ Don't forget to Like, Comment, & SUBSCRIBE. Thanks for Viewing! Subscribe ...",education,youtube,search
Did You Know All Of These? 👀,,education,youtube,search
Ain’t no way 😮,,education,youtube,search
How long did You Last 💦,,education,youtube,search
Memes Only Boys Will Understand 5,Your daily dose of funny memes ...,education,youtube,search
3 Facts You Didn&#39;t Want To Know 😯,,education,youtube,search
I Know What You Really Mean,landofboggs #funny #boggo #boe #comedy #family #cartoon #animation #animated #shorts.,education,youtube,search
3 Facts You NEED To Know 😦,,education,youtube,search
"Mary, Did You Know?","Provided to YouTube by RCA Records Label Mary, Did You Know? · Pentatonix That's Christmas To Me (Deluxe Edition) ℗ 2014 ...",education,youtube,search
Did You Understand,Here are some mind bending thoughts #factsmine #mustafa #facts #knowledge #viral #latest #new #trending #top #fact.,education,youtube,search
Did You Know That In THE WALKING DEAD? | #Shorts,Did You Know That In THE WALKING DEAD? | #Shorts.,education,youtube,search
DO U UNDERSTAND?? #minecraft,,education,youtube,search
Did You Know This Fact About Frogs #shorts #short #memes #meme,Did You Know This Fact About Frogs #shorts #short #memes #meme #shorts #memes #memes #youtubeshorts #ytshorts #funny ...,education,youtube,search
Common Sense Test That 90% of People Fail,"Easy but fun personality test. It looks like common sense isn't so common because according to research, 90% of adults get these ...",education,youtube,search
Did YOU KNOW that Ms. Houston originally CREATED the Stop and Wait Song? 😳🔥,"Credits (TikTok): @learningwithmshouston; @diakoala; @lifeof_angelei; @secretlifeofgigii Original Song: ""Street Safety Song"" ...",education,youtube,search
Don&#39;t You Know That?,"Provided to YouTube by Epic/Legacy Don't You Know That? · Luther Vandross Never Too Much ℗ 1981 Epic Records, a division ...",education,youtube,search
The WORST MEME in the WORLD.,shorts #animation #memes -={+}=-SUBSCRIBE!!!!-={+}=- Thank you for watching! Consider subscribing? Fan Art Submissions: ...,education,youtube,search
Do you know how to do this trick? 😏,,education,youtube,search
What Happens If You Swallow a Tooth 🦷 #short #viralvideo - Creativelearning3d,"""Swallowed a tooth by accident? Don't worry! Your body will break it down and push it out naturally within 24–48 hours. But if you ...",education,youtube,search
Did You Know In THE WALKING DEAD…,That the creators of the show paid so much attention to detail that even the flesh of the zombies changed over its ten seasons?,education,youtube,search
4 Interesting Facts You Didn&#39;t Ask For 😧,,education,youtube,search
Did You Know: Titanic Fun Facts with MJ #TheManniiShow.com/series,"Featured in Episode 2.1 ""American Graffiti"" of THE MANNII SHOW on YOUTUBE Weekly Series! Subscribe to THE MANNII SHOW ...",education,youtube,search
3 Random Facts You Did NOT Need To Know 🙄,,education,youtube,search
Do you know these answers? 😭🤣#baby #funny #memes #comedy #youtubeshorts #unitedstates #cutebaby #fun,,education,youtube,search
Lana Del Rey - Did you know that there&#39;s a tunnel under Ocean Blvd (Audio),'Did you know that there's a tunnel under Ocean Blvd' The New Album Out Now - http://lanadelrey.lnk.to/oceanblvdID Listen to ...,education,youtube,search
Mary Did You Know? (Official Music Video) | One Voice Children&#39;s Choir cover,LIMITED EDITION ALBUM on-sale now: https://store.onevoicechildren.com. All proceeds help fund our non-profit organization.,education,youtube,search
The “Did You KNOW” Trend #TheManniiShow.com/series,"""MJ's WORLD!"" @TheManniiShow The Mannii Show on YouTube SERIES! INFLUENCER LIFE behind-the scenes!! *** A ...",education,youtube,search
Grace - Don&#39;t You Know [MV],Song Name- Don't You Know Artist - Grace Composer- Grace Directed by JCZ DOP - Kan ▻ Subscribe to BG18- ...,education,youtube,search
Do you know what FNAF stands for? (Animation Meme) #shorts,,education,youtube,search
AMRIT MAAN - DONT YOU KNOW | 2023 | Akanksha Puri | Latest Punjabi Songs | New Punjabi Songs 2023,Speed Records Presents Album - Xpensive Song - Don't You Know (Official Video) Singer/Lyrics - Amrit Maan Featuring ...,education,youtube,search
Did you know how a kebab is born?,Funny Doodles: https://clck.ru/qZCAU Don't forget to subscribe and turn on notification bell: https://clck.ru/qZD8f Funny doodles ...,education,youtube,search
Did You Know That Pink Lemons and Bubble Gum Vodka #shorts,"We recently tried Nick Digiovanni's Bubble gum vodka and works great with Tonic, Soda, Ginger beer And for this special Cocktail, ...",education,youtube,search
Did you know that in MODERN FAMILY...,shorts #modernfamily #didyouknow.,education,youtube,search
did you know you can SHRINK with vanilla commands?  #minecraft,,education,youtube,search
Did You Know These Life Hacks?🍋,"Welcome to the energetic and funny ISSEI Channel!! Please subscribe if you like this videos, and hit the Like button and Share!",education,youtube,search
Fascinating Animal Facts You Didn&#39;t Know!#animalfacts#wildlife#facts,Fascinating Animal Facts You Didn't Know!#animalfacts#wildlife#facts This mind-blowing facts about the animal kingdom that will ...,education,youtube,search
HOW DID YOU KNOW - Chiqui Pineda (HD Karaoke),"Mula sa OPM artist na si Chiqui Pineda, ito ang kaniyang awiting ""How Did You Know"" na isinulat ni Cecile Azarcon at sumikat ...",education,youtube,search
Did You Know In COCO…,The death of Ernesto del Cruz when the bell falls on him marks the seventh villain to die in a Pixar movie. This comes after ...,education,youtube,search
CRINGE 😭 #gorillatag #gtag #recommended #viral,,education,youtube,search
Did you know this?! 😱😱😱 #moana #disney #christmas #shorts,,education,youtube,search
Hazbin Hotel - &#39;You Didn’t Know&#39; (Color Coded Lyrics),"All Rights Administered To The Rightful Owners • Artist: Andrew Underberg, Sam Haft, Erika Henningsen, Shoba Narayan, Patina ...",education,youtube,search
DON&#39;T EAT THE BABY PUFFS!! did you know our FAMiLY CARTOONS are based on A FOR ADLEY videos? #shorts,We always turn A for Adley videos into cartoons! Which one do you prefer to watch? A for Adley's real-life vlog with the cartoon ...,education,youtube,search
Did you know that in MEGAMIND...,"Did you know that in MEGAMIND... Roxanne first dresses in red, which clashes with Megamind's blue. Then as she gets to know ...",education,youtube,search
Fruit Facts You Didn’t Know!,Check out these fascinating fruit facts: • Rarest: Cocoa Plum • Most Common: Bananas • Healthiest: Blueberries • Least Healthy: ...,education,youtube,search
Do You Know who You Are? | Bob Proctor,"In this TV interview, Bob Proctor discusses how to find out who you really are, the barriers to success, why you should never follow ...",education,youtube,search
Why Did You Name Me Pillow? 🤔 (Animation Meme) #shorts,,education,youtube,search
How do you make a Plastic Cast for Broken Bones? 🏥 Maddie&#39;s Do You Know? 👩,Maddie visits the plaster room and shows how a cast is made by having one put on her arm. She uses a special microscope ...,education,youtube,search
HOW DID YOU KNOW -  CHIQUI PINEDA lyrics (HD),Please support my new channel @LESSONS MADE EASY click this link right here- Thank you ...,education,youtube,search
Did you know that in CORALINE...,"Did you know that in CORALINE... The cake has a double loop on ""o"" in ""home"" -- but not in ""welcome."" According to graphology ...",education,youtube,search
Enrique Iglesias Do You Know Ping Pong Song Lyrics,"To Youtube: Song was used for entertainment no copyright intended, song belongs to its rightful owners as listed in the ...",education,youtube,search
"[SING-ALONG VIDEO] Mary, Did You Know? – Pentatonix",PENTATONIX: HALLELUJAH! IT'S A CHRISTMAS TOUR TICKETS AND VIP PACKAGES ARE ON SALE NOW!!,education,youtube,search
Shower Thoughts That Will Blow Your Mind 🤔 12 #shorts #random facts #asmr #funfacts,"Shorts | Shower Thoughts That Will Blow Your Mind Hello, global YouTube community! Welcome to the ""YOU KNOW WHAT?",education,youtube,search
Did you know that Toph... | Avatar #Shorts,"Did you know the role of Aang's earthbending teacher wasn't always going to be a 12-year-old girl? Her original design was a tall, ...",education,youtube,search
craziest laws you probably didn&#39;t know?? nick news #shorts,Did you know you could go to jail for sending a surprise pizza or break the law by whistling underwater? Jillian Nicole Smith ...,education,youtube,search
Do You Know The Muffin Man + More Kids Songs | Beep Beep Nursery Rhymes,"Do you know the muffin man? The Muffin Man, The Muffin Man Do you know the Muffin Man, Who lives on Drury Lane? Oh yes, I ...",education,youtube,search
Did you know that in James Bond 007:Casino Royale,"Please leave a like, a comment or subscribe ...",education,youtube,search
Did you know that for INTERSTELLAR...,Did you know that for INTERSTELLAR... The black hole is so scientifically accurate that each frame took around 100 hours to ...,education,youtube,search
Did you know? 😱 | IB: @theplumpcoverofficial #roblox #shorts #memes #moonanimator #parody #animation,Did you know? | Inspired by: @theplumpcoverofficial #roblox #shorts #memes #moonanimator #parody #animation #forsaken ...,education,youtube,search
what Dinosaurs ACTUALLY Looked Like #animals #shorts #didyouknow #dinosaur #facts  #dinosaurs,What Dinosaurs ACTUALLY Looked Like (Not What You Think!) Forget what you saw in Jurassic Park! Scientists now believe ...,education,youtube,search
Mary Did You Know? (feat. Chandler Moore &amp; Lizzie Morgan) | Maverick City Music,"Official Music Video for ""Mary Did You Know?"" featuring Chandler Moore, Lizzie Morgan & Mav City Gospel Choir. Listen to ...",education,youtube,search
Did you know - no I didn’t thanks tho,,education,youtube,search
The most horrifying deaths faced by people | Facts #shorts #didyouknow,In this video I share about People Who Disappeared From The World. Enjoy the Video . These daily facts worth it for you if you ...,education,youtube,search
Blue + Milk  Do you know Italian Brainrot ? #mixing #italianbrainrot #colormixing #sharkzhan,"Blue + Milk Do you know Italian Brainrot ? #mixing #italianbrainrot #colormixing #satisfying #art Italian brainrot, animation, color ...",education,youtube,search
this is SHOCKING! 😮 || did you know this? #milliebobbybrown #funny #viral #edit #fyp,,education,youtube,search
Did you know that in Encanto...| bruno | disney,"Did you know that in Encanto, the biggest easter egg is from the movie's poster. You can actually see bruno hiding in the ...",education,youtube,search
Did you know this??,,education,youtube,search
"Zara Larsson - Mary, Did You Know? (Lyrics Video)","""Mary, Did You Know?"" is such a powerful showcase for Zara Larsson music, especially since it is being featured on the motion ...",education,youtube,search
"Mario, czy już wiesz? (Mary Did You Know - Polish version) Studio Accantus",SPOTIFY: https://open.spotify.com/playlist/33CMHk94lvtBdN0Zta499t Jeśli chcesz pomóc nam tworzyć dalej i uzyskać dostęp do ...,education,youtube,search
How To Grow Mushrooms On Your Feet 🤔,,education,youtube,search
27 Facts That Will Make You Question Your Existence,These 27 facts will blow your mind! Credits: https://www.buzzfeed.com/bfmp/videos/63948 Check out more awesome videos at ...,education,youtube,search
Did you Know this?? 🤯,,education,youtube,search
Did you know you’re supposed to dunk Rice Paper in Cold Water | MyHealthyDish,,education,youtube,search
Do you know when Jinu actually fell for Ruml,,education,youtube,search
